system:index,LST,NDVI,Slope,WindSpeed,.geo
15_0,17.82538461538462,1802.5,5.2580557,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.28521587879594,34.07444619957963]}"
16_0,18.166363636363656,1674.5,0.46373534,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.22592707004405,34.04929337162429]}"
17_0,17.760000000000048,2427.0,2.7802885,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20436750322519,34.073547884295515]}"
18_0,19.313333333333333,841.5,2.165312,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.22502875475993,34.016055706111864]}"
19_0,17.868571428571443,1901.5,1.785352,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.28431756351182,34.08073440656847]}"
20_0,16.734705882352955,1563.5,16.859009,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.22772370061229,34.07893777600023]}"
21_0,16.734705882352955,966.5,3.122982,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.21874054777109,34.07714114543199]}"
22_0,17.091538461538505,1151.0,1.4992639,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.24389337572644,34.051090002192524]}"
23_0,17.761666666666713,973.0,1.3909631,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23670685345348,34.046598425771926]}"
24_0,17.760000000000048,2427.0,8.332099,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20616413379342,34.07444619957963]}"
25_0,17.815000000000055,1688.5,14.646169,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.26006305084059,34.06097147031784]}"
26_0,18.125384615384633,1531.5,1.3909631,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.28611419408006,34.04031021878309]}"
27_0,19.48818181818183,1243.5,0.92740995,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.25826642027235,34.016055706111864]}"
28_0,16.197777777777787,3873.0,31.513731,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23221527703289,34.08432766770495]}"
29_0,16.95153846153852,931.0,2.9050217,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23311359231701,34.05288663276076]}"
30_0,17.97923076923081,1322.0,2.5005796,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.27263946481827,34.05647989389724]}"
31_0,17.223333333333358,546.0,3.2905037,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23491022288525,34.05827652446548]}"
32_0,17.80846153846153,1809.0,4.4697104,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.27174114953415,34.07175125372727]}"
34_0,17.815000000000055,1456.5,5.5753636,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.26096136612472,34.06007315503372]}"
35_0,18.440000000000055,743.5,1.6782556,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.25646978970411,34.03042875065778]}"
37_0,18.440000000000055,1377.0,1.6781677,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.25467315913588,34.02593717423718]}"
38_0,19.48818181818183,1243.5,1.9169384,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.25916473555647,34.015157390827746]}"
40_0,19.370000000000005,1704.5,1.3909631,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.25916473555647,34.024140543668935]}"
41_0,18.166363636363656,1215.5,0.55966705,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.21874054777109,34.046598425771926]}"
42_0,18.125384615384633,1731.5,2.5729744,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.27982598709121,34.03402201179425]}"
43_0,17.81933333333336,1225.5,5.1087785,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.19089277396338,34.05558157861312]}"
44_0,18.9016666666667,1260.0,2.572965,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.22592707004405,34.03222538122601]}"
46_0,17.760000000000048,2647.0,4.4932766,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.19987592680458,34.06725967730667]}"
47_0,19.002727272727327,776.5,1.6784643,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23401190760113,34.04120853406721]}"
48_0,16.734705882352955,888.5,1.211843,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.22233380890758,34.07893777600023]}"
49_0,19.437272727272727,1841.0,0.5595022,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.2052658185093,34.02144559781658]}"
50_0,18.417142857142892,1945.5,1.7408222,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.25646978970411,34.01695402139598]}"
51_0,15.94700000000006,2833.5,8.899328,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.26096136612472,34.09061587469378]}"
52_0,19.639090909090953,853.0,1.936783,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.24119842987409,34.01695402139598]}"
53_0,18.363846153846225,693.5,3.9395792,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23041864646464,34.02503885895306]}"
54_0,18.117272727272734,2575.0,3.1224577,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20346918794107,34.0591748397496]}"
55_0,17.223333333333358,1222.0,1.4534675,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23491022288525,34.054683263329004]}"
56_0,18.440000000000055,749.0,2.8602643,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.25736810498823,34.031327065941895]}"
58_0,16.346666666666692,1864.5,2.835684,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.22413043947581,34.089717559409664]}"
59_0,17.72142857142859,2038.5,7.153158,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.25287652856764,34.073547884295515]}"
60_0,16.5857894736842,3314.5,9.950377,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.27174114953415,34.088819244125546]}"
61_0,17.761666666666713,943.5,4.2035127,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23940179930584,34.04929337162429]}"
62_0,17.091538461538505,1057.0,7.9442654,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.24928326743115,34.051090002192524]}"
63_0,17.231250000000045,2957.5,3.5671978,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20346918794107,34.07803946071611]}"
64_0,17.780769230769238,1428.5,3.429801,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.22053717833933,34.07264956901139]}"
66_0,17.780769230769238,1807.0,1.0832169,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.21335065606638,34.06725967730667]}"
67_0,18.166363636363656,1431.5,1.4992516,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.2142489713505,34.04570011048781]}"
68_0,19.002727272727327,773.0,2.1793125,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.22682538532817,34.034920327078375]}"
69_0,16.346666666666692,1760.5,2.9056983,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.22592707004405,34.086124298273184]}"
70_0,18.166363636363656,1612.0,1.7850533,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.21694391720285,34.04480179520369]}"
71_0,17.850000000000023,917.5,0.46373534,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.22413043947581,34.06007315503372]}"
72_0,18.440000000000055,1377.0,1.6781677,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.25467315913588,34.02593717423718]}"
73_0,18.74333333333334,2025.0,2.833644,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.21604560191874,34.0268354895213]}"
74_0,18.74333333333334,1685.5,1.7849431,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.21874054777109,34.031327065941895]}"
75_0,19.639090909090953,940.0,0.7266616,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23580853816937,34.0178523366801]}"
76_0,17.432666666666705,2794.0,4.065678,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.26455462726119,34.081632721852586]}"
77_0,19.79400000000004,1691.0,0.0,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.19628266566811,34.03312369651013]}"
79_0,17.223333333333358,632.0,1.0831771,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23041864646464,34.05558157861312]}"
80_0,19.370000000000005,2005.5,1.936783,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.25197821328352,34.01695402139598]}"
81_0,17.645384615384614,1804.5,6.0488305,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.2052658185093,34.06546304673844]}"
82_0,17.974615384615447,893.0,4.7938476,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.27174114953415,34.03941190349897]}"
83_0,17.645384615384614,2680.0,4.278382,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20436750322519,34.066361362022555]}"
84_0,17.81933333333336,2230.0,13.865733,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.1917910892475,34.05288663276076]}"
85_0,18.117272727272734,1549.5,8.452801,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20796076436166,34.06007315503372]}"
86_0,17.508461538461574,1409.5,1.9177846,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.28701250936417,34.06456473145432]}"
87_0,17.653333333333364,917.5,3.1225069,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.22143549362345,34.06097147031784]}"
88_0,19.328333333333376,748.0,1.8543341,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23221527703289,34.00976749912302]}"
89_0,19.370000000000005,1697.0,1.1188464,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.24928326743115,34.0178523366801]}"
90_0,16.622941176470647,2194.5,4.489787,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.24209674515821,34.07534451486375]}"
91_0,17.231250000000045,3064.0,9.03216,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20616413379342,34.07983609128435]}"
92_0,19.79400000000004,1691.0,1.7411292,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.19718098095223,34.03312369651013]}"
93_0,17.045294117647074,2397.0,3.8322225,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.2232321241917,34.0915141899779]}"
94_0,18.463333333333367,1992.5,0.7267124,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.28072430237535,34.027733804805415]}"
95_0,18.208461538461563,978.5,4.32475,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.27263946481827,34.03761527293073]}"
96_0,17.653333333333364,983.5,1.1194327,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.22053717833933,34.06186978560196]}"
97_0,18.208461538461563,1648.0,1.4992379,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.28521587879594,34.04031021878309]}"
98_0,17.815000000000055,1593.0,3.7047918,0.5337532110692325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.26904620368178,34.066361362022555]}"
99_0,18.02636363636367,1049.5,3.4794285,0.6740055013096291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.24569000629468,34.043005164635446]}"
